Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2000","16548","Yorkshire and The Humber","Rotherham","A57","TR","450000","384900","M1","Mill Lane, South Anston","2.61","26","98","14853","174","2026","735","90","224","264","502","274","2088","19239"
"2000","16560","Yorkshire and The Humber","Bradford","A58","TU","415000","426140","A641","LA Boundary","0.68","4","24","2836","47","361","190","16","12","22","39","25","305","3573"
"2000","16562","Yorkshire and The Humber","Leeds","A58","PR","439000","446050","A659","A659","0.43","4","25","4406","36","327","145","6","5","6","9","6","178","4971"
"2000","16563","Yorkshire and The Humber","North Yorkshire","A59","PU","436000","456750","A6055","Manse Lane","1.12","10","30","2800","15","196","63","15","10","6","8","3","105","3146"
"2000","16564","Yorkshire and The Humber","North Yorkshire","A59","TR","395000","451350","A56","A6069","2.17","25","79","9245","80","1447","256","80","75","88","199","144","843","11694"
"2000","16574","Yorkshire and The Humber","North Yorkshire","A61","PR","437430","480000","A1","A167","3.98","9","878","8908","100","1175","268","54","39","49","55","29","495","11555"
"2000","16575","Yorkshire and The Humber","North Yorkshire","A61","PU","430170","455000","A6040","A61 Kings Rd","0.56","17","15","2867","25","255","30","8","5","8","4","3","58","3220"
"2000","16576","Yorkshire and The Humber","Leeds","A61","PU","430000","436500","A58","A6120","3.23","83","183","29916","503","2826","192","50","52","18","30","18","358","33787"
"2000","16577","Yorkshire and The Humber","Leeds","A653","PU","430670","432800","A61","A61","0.31","5","14","1979","41","229","91","8","6","11","13","8","137","2400"
"2000","16578","Yorkshire and The Humber","Wakefield","A61","PU","432770","422000","A650 Bradford Road","A650 Roundabout","0.25","11","24","2279","21","207","97","8","3","5","7","8","128","2658"
"2000","16580","Yorkshire and The Humber","Sheffield","A61","PU","433600","390000","A6101","A6102","0.37","40","45","5806","104","741","137","18","11","21","15","13","215","6911"
"2000","16581","Yorkshire and The Humber","Sheffield","A61","PU","435020","384800","B6068","A6100","1.99","190","191","13129","454","1538","285","29","11","25","28","18","396","15708"
"2000","16586","Yorkshire and The Humber","Kirklees","A62","PU","421900","425000","A651","A652","1.18","15","44","5102","18","717","142","18","24","17","33","25","260","6140"
"2000","16587","Yorkshire and The Humber","Kirklees","A62","PU","410000","414760","B6109 Varley Rd","A616","4.47","108","129","10530","277","2247","434","75","16","59","106","51","742","13925"
"2000","16590","Yorkshire and The Humber","Leeds","A6120","TU","436000","435902","A64","A64","0.56","5","67","7097","35","845","287","38","38","59","124","112","658","8702"
"2000","16592","Yorkshire and The Humber","East Riding of Yorkshire","A63","TR","500250","426350","A1034 SOUTH CAVE","A63 spur","6.34","16","668","70268","524","7991","4134","673","397","1612","4616","2617","14048","93500"
"2000","16593","Yorkshire and The Humber","Leeds","A64","PU","433000","434000","A64(M)","A63","1.74","70","429","24431","769","2811","394","94","70","60","99","59","775","29215"
"2000","16594","Yorkshire and The Humber","York","A64","TR","460000","448400","A1036 spur","A19","1.99","2","221","27381","226","2685","916","127","87","235","489","250","2102","32616"
"2000","16598","Yorkshire and The Humber","Leeds","A65","PU","425000","436700","A6120","B6157","2.86","163","184","20262","297","2237","231","54","58","42","67","35","486","23466"
"2000","16694","Yorkshire and The Humber","North Yorkshire","A162","PR","448930","428000","A1(T)","A63","2.67","12","134","5765","17","864","97","9","0","0","0","1","107","6886"
"2000","16695","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","496400","452100","B1248 Rd to Beverley","B1248 / B1246 roundabout","0.81","4","33","2458","32","294","97","19","16","28","75","35","269","3086"
"2000","16696","Yorkshire and The Humber","East Riding of Yorkshire","A164","PU","503270","439200","B1230","A164 Champney Rd","0.31","21","20","1299","13","107","15","1","0","1","0","0","17","1457"
"2000","16699","Yorkshire and The Humber","East Riding of Yorkshire","A165","PU","516600","467550","A614","B1253","0.5","4","9","1873","32","226","53","8","11","10","8","6","96","2235"
"2000","16700","Yorkshire and The Humber","East Riding of Yorkshire","A165","PR","513600","440410","LA Boundary","A1035","7.89","9","624","16943","159","2695","731","153","286","246","315","87","1817","22237"
"2000","16701","Yorkshire and The Humber","East Riding of Yorkshire","A166","PR","489600","459020","B1251","B1248","2.8","0","3","1930","34","489","114","17","30","23","33","41","257","2713"
"2000","16705","Yorkshire and The Humber","North Yorkshire","A168","TR","441630","478000","A167","A19(T)","3.91","9","195","29008","152","3924","1542","229","205","873","2610","1666","7125","40404"
"2000","16706","Yorkshire and The Humber","North Yorkshire","A170","PR","443530","482000","A19(T)","A61","0.56","19","15","1293","8","190","34","6","5","3","12","17","76","1582"
"2000","17300","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","472650","423760","A614(T)","A161","0.81","17","29","3150","49","558","162","24","33","50","214","168","651","4438"
"2000","17301","Yorkshire and The Humber","Doncaster","A614","PR","467850","405000","B1396","A18","6.09","27","96","6608","105","1230","361","210","330","91","207","132","1331","9370"
"2000","17317","Yorkshire and The Humber","Sheffield","A621","PU","435150","386400","A61","A625","0.31","15","16","1686","88","148","18","2","1","1","1","0","23","1960"
"2000","17329","Yorkshire and The Humber","Barnsley","A629","PR","432000","397619","A61","A629 spur","1.49","16","28","2215","21","341","96","19","17","9","10","4","156","2761"
"2000","17331","Yorkshire and The Humber","Doncaster","A630","PR","453820","400000","Butt Hole Rd","Norbreck Rd","1.37","20","68","6020","205","987","292","27","39","64","157","104","682","7962"
"2000","17332","Yorkshire and The Humber","Sheffield","A631","PU","440100","390820","M1","LA Boundary","0.87","19","25","3538","30","417","95","14","5","3","41","21","179","4189"
"2000","17333","Yorkshire and The Humber","Rotherham","A631","PR","455000","392060","Quilter Rd","LA Boundary","2.17","5","21","3958","29","658","232","30","37","35","176","51","560","5226"
"2000","17339","Yorkshire and The Humber","Rotherham","A633","PU","443640","395150","A6213","B6090","1.43","28","62","7806","463","1121","241","27","14","25","24","22","352","9805"
"2000","17341","Yorkshire and The Humber","Kirklees","A635","PR","410000","407900","LA Boundary","Ash Grove Rd, Upperthong","5.16","6","34","5100","6","664","147","11","9","11","17","23","219","6023"
"2000","17342","Yorkshire and The Humber","Barnsley","A635","PR","430000","408040","LA Boundary","B6428 Barugh Lane","3.91","11","56","7831","69","734","90","24","32","21","29","26","222","8912"
"2000","17343","Yorkshire and The Humber","Doncaster","A635","PU","455000","404900","Emley Drive","A638","0.75","1","14","2042","41","346","69","6","3","15","11","8","112","2555"
"2000","17345","Yorkshire and The Humber","Wakefield","A637","PR","428830","413500","LA boundary","A636","1.86","8","38","6769","63","851","308","32","29","23","52","66","510","8232"
"2000","17346","Yorkshire and The Humber","Kirklees","A638","PU","420000","424500","A643","A62","1.49","46","88","6860","99","1087","234","31","9","19","32","19","343","8478"
"2000","17347","Yorkshire and The Humber","Wakefield","A638","PU","432410","420480","A642","A638 Ings Road","0.31","12","27","3565","96","418","81","9","4","6","7","8","115","4222"
"2000","17348","Yorkshire and The Humber","Doncaster","A638","TU","453300","408000","B1220","road to The Oval","1.37","22","44","5570","124","784","202","34","16","48","65","49","413","6935"
"2000","17351","Yorkshire and The Humber","Wakefield","A639","PR","445700","420000","Brockadale Ave","A638","5.53","43","162","15654","300","913","575","51","51","77","43","49","844","17872"
"2000","17352","Yorkshire and The Humber","Bradford","A641","PU","416000","431750","A6177","A647","1.3","10","64","14174","278","1749","377","26","17","35","57","38","550","16815"
"2000","17353","Yorkshire and The Humber","Calderdale","A641","PU","414500","421000","LA Boundary","A644","1.55","15","116","8764","119","1060","105","13","20","10","19","7","175","10235"
"2000","17354","Yorkshire and The Humber","Kirklees","A642","PU","420000","415200","A629","Pinfold Lane","2.17","19","75","8780","106","1235","185","40","62","21","47","27","382","10579"
"2000","17357","Yorkshire and The Humber","Calderdale","A643","PU","413470","421000","A6107","A6025","1.74","12","48","3226","34","478","62","4","5","4","3","1","78","3865"
"2000","17358","Yorkshire and The Humber","Calderdale","A644","PU","412600","425000","A58(T)","A6025","2.05","19","94","6888","113","1060","121","30","17","23","39","12","242","8397"
"2000","17360","Yorkshire and The Humber","Calderdale","A646","TR","400000","426650","A6033","Warley Wood Ave, Luddenden Foot","4.23","94","182","20699","377","3452","376","90","25","31","156","36","713","25424"
"2000","17361","Yorkshire and The Humber","Bradford","A647","PU","412000","430650","UPLANDS AVENUE","A6177","1.93","23","73","8048","160","1062","228","17","114","12","11","9","392","9736"
"2000","17364","Yorkshire and The Humber","Kirklees","A649","PU","420000","423860","A643","A62","2.42","39","82","7757","150","1025","205","17","11","12","18","14","276","9290"
"2000","17365","Yorkshire and The Humber","Bradford","A650","PU","416000","433700","A6177","A6181","0.68","22","34","4043","148","449","127","15","15","29","30","24","238","4912"
"2000","17366","Yorkshire and The Humber","Leeds","A650","PU","424600","428000","A62","A643","0.62","15","49","4374","18","629","219","13","6","24","34","39","334","5405"
"2000","17367","Yorkshire and The Humber","Kirklees","A651","PU","420000","429440","A58","A650","1.37","19","44","4361","29","633","148","21","7","10","11","6","201","5266"
"2000","17369","Yorkshire and The Humber","Leeds","A653","PU","428569","428000","M62","A6110 Millshaw Road","1.68","41","121","24612","219","2623","302","56","80","54","140","58","690","28265"
"2000","17370","Yorkshire and The Humber","Leeds","A656","PR","443000","432001","A63","A1 / A642","2.05","6","26","3494","31","593","226","71","178","35","47","38","594","4738"
"2000","17371","Yorkshire and The Humber","Bradford","A657","PU","415000","437650","A6038","A658","3.17","60","232","25073","387","2722","354","42","39","51","89","36","611","29025"
"2000","17372","Yorkshire and The Humber","Leeds","A658","PU","421000","440400","A65","Glenmere Mount","1.12","9","24","3191","9","425","52","8","13","14","18","9","115","3763"
"2000","17373","Yorkshire and The Humber","Leeds","A659","PR","435000","445100","A61","A58","4.23","5","79","11659","62","1203","173","31","42","31","82","25","384","13386"
"2000","17374","Yorkshire and The Humber","Leeds","A660","PU","429330","435000","A58(M)","A6120","3.17","583","181","21433","836","1705","217","24","34","27","67","37","406","24561"
"2000","17391","Yorkshire and The Humber","Calderdale","A672","PR","400000","415570","M62","A58","5.47","16","84","7125","82","1177","294","28","22","78","90","56","568","9036"
"2000","17408","Yorkshire and The Humber","North Yorkshire","A687","PR","365000","472200","LA Boundary","A65","3.23","7","31","1630","2","285","47","11","20","5","47","20","150","2098"
"2000","17438","Yorkshire and The Humber","East Riding of Yorkshire","A1034","PR","492000","432130","A1034 / SLIP RD FROM A63","A1034 / B1230","2.3","29","88","4238","33","386","234","42","74","23","78","48","499","5244"
"2000","17439","Yorkshire and The Humber","North Yorkshire","A1039","PR","505000","479530","A165 Muston","A64 Staxton","5.41","36","65","8179","63","995","275","53","73","42","30","32","505","9808"
"2000","17468","Yorkshire and The Humber","North East Lincolnshire","A1098","PR","529200","406300","A16","A1031","1.18","70","60","6981","38","708","95","12","5","3","4","13","133","7919"
"2000","17702","Yorkshire and The Humber","Kirklees","A6024","PU","414800","410000","A616","A635","2.92","43","104","8814","103","1151","169","26","22","10","11","4","242","10413"
"2000","17705","Yorkshire and The Humber","Bradford","A6177","PU","417000","430260","M606","Rook Lane","0.93","29","122","11433","58","1942","315","53","75","74","188","85","792","14347"
"2000","17718","Yorkshire and The Humber","Sheffield","A6109","PU","438000","389800","A6178","A6102","1.55","25","45","5269","240","997","268","75","69","18","17","21","469","7020"
"2000","17719","Yorkshire and The Humber","Leeds","A6110","PU","426980","431640","A58","A62","0.56","16","31","5358","31","720","269","21","34","40","43","38","445","6585"
"2000","17721","Yorkshire and The Humber","Leeds","A6120","PU","420900","435000","A647","A657","1.55","3","69","12022","45","1453","261","40","49","39","82","36","507","14095"
"2000","17728","Yorkshire and The Humber","Sheffield","A6135","PU","436000","388673","A6178","A6102","1.8","27","43","7790","759","1170","238","34","26","5","0","2","305","10066"
"2000","17729","Yorkshire and The Humber","North Yorkshire","A6136","PR","420000","498040","A6108","A6136 Leeming Lane","5.97","33","188","15567","183","2489","607","124","207","111","118","63","1231","19658"
"2000","17731","Yorkshire and The Humber","Bradford","A6177","PU","416000","430520","A641","M606","0.62","8","24","5314","39","885","210","16","14","39","53","44","376","6638"
"2000","17788","Yorkshire and The Humber","Doncaster","A18","PU","460000","403450","A638","A630","2.55","26","101","13167","84","1389","363","66","29","43","69","36","606","15347"
"2000","17804","Yorkshire and The Humber","Sheffield","A57","PU","435000","387500","A61","A61","0.62","19","45","4728","40","541","84","21","3","2","3","6","119","5473"
"2000","17805","Yorkshire and The Humber","Rotherham","A630","PU","442290","392400","A6178","Main St","0.43","7","23","3572","17","650","167","44","36","29","32","60","367","4630"
"2000","17807","Yorkshire and The Humber","Rotherham","A631","PU","445700","391350","A6123","A6021","0.75","14","24","3697","76","307","61","5","2","1","5","5","80","4183"
"2000","17808","Yorkshire and The Humber","Rotherham","A6123","PU","445220","391300","A631","A6021","0.37","2","15","1386","4","155","25","5","7","2","4","3","45","1605"
"2000","17809","Yorkshire and The Humber","Sheffield","A61","PU","434800","388000","A57 Brook Hill","A61 Shalesmoor","0.56","17","51","4945","20","623","79","13","7","5","8","4","115","5755"
"2000","17882","Yorkshire and The Humber","Leeds","A6120","PU","435000","433430","A64","A6120","1.99","41","130","15198","302","1346","116","17","25","9","29","3","199","17173"
"2000","17883","Yorkshire and The Humber","Calderdale","A629","PU","411000","421501","LA Boundary","A6025","1.93","11","131","15678","107","2172","415","68","44","57","106","75","765","18853"
